gp_code,village_code,sub_district_code,sub_district_name,total_hhd,availablility_hours_of_domestic_electricity,availability_of_telephone_services,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines
98404,257700,1515,pakribarawan,3200,4,2,3200,800
96420,225105,1148,azamnagar,224,4,2,120,10
101953,234591,1268,vaishali,600,4,2,322,36
96078,259049,1530,jhajha,0,5,4,0,0
96085,258895,1530,jhajha,0,5,4,0,0
95483,254946,1489,belaganj,276,3,2,126,82
95483,254948,1489,belaganj,135,3,2,108,15
101922,235488,1277,raja_pakar,1150,4,2,1100,0
95483,254949,1489,belaganj,256,3,2,185,120
95711,255482,1496,paraiya,695,3,2,230,50
101490,220993,1102,basantpur,1115,4,2,483,63
101490,220992,1102,basantpur,777,4,2,85,5
101490,220978,1102,basantpur,2168,4,2,2168,0
95546,256984,1508,fatehpur,591,4,2,562,152
95731,254788,1488,tikari,399,4,2,50,10
96633,225641,1154,sameli,0,5,4,0,0
98751,216234,1014,ramnagar,193,3,2,73,0
98751,216232,1014,ramnagar,325,3,2,196,0
93961,254143,1484,kutumba,205,3,2,0,0
95729,256628,1506,tan_kuppa,703,4,2,305,300
98610,217135,1024,jogapatti,239,4,2,98,5
101727,235987,1281,desri,131,3,2,115,0
100829,244085,1377,ariari,225,4,2,225,55
94579,904358,1343,jagdishpur,678,4,2,525,0
95249,227834,1196,gora_bauram,341,4,2,335,132
95249,227795,1196,gora_bauram,471,4,2,330,180
96318,249639,1451,chand,150,4,2,71,11
95697,255104,1491,neem_chak_bathani,350,4,2,320,200
101460,231396,1230,siwan,352,4,2,254,0
101215,232442,1243,andar,67,3,2,55,0
95640,254549,1487,konch,850,4,2,50,0
96365,249459,1449,mohania,0,5,4,0,0
101774,235368,1276,jandaha,400,4,2,400,2
95783,231210,1228,baikunthpur,132,4,3,130,5
95546,256983,1508,fatehpur,83,4,2,75,25
101487,220997,1102,basantpur,765,4,4,509,0
101487,220977,1102,basantpur,491,4,4,425,0
101487,220976,1102,basantpur,510,3,2,498,8
101487,220956,1102,basantpur,106,3,4,75,0
101487,220954,1102,basantpur,71,3,2,60,0
101487,220953,1102,basantpur,15,4,2,15,0
101487,220955,1102,basantpur,0,3,2,0,0
101779,235468,1276,jandaha,50,3,2,50,10
101487,220957,1102,basantpur,0,1,4,0,0
101487,220947,1102,basantpur,0,1,4,0,0
94844,247203,1428,jagdishpur,10,5,4,0,0
98938,246193,1411,fatwah,0,4,4,0,0
101746,235627,1278,hajipur,70,2,2,65,18
101746,235632,1278,hajipur,200,3,2,175,2
95663,255302,1494,manpur,5000,4,3,120,0
101952,234641,1268,vaishali,105,4,3,0,0
101952,234642,1268,vaishali,302,3,3,0,0
101952,234638,1268,vaishali,280,3,3,0,0
101952,234636,1268,vaishali,105,4,3,0,0
101952,234635,1268,vaishali,725,3,3,0,0
101772,235427,1276,jandaha,270,4,3,240,130
101952,234640,1268,vaishali,356,3,3,2,0
99052,246498,1418,pandarak,257,4,3,0,72
96022,259641,1534,chakai,20,4,2,20,0
100836,244059,1377,ariari,195,4,2,120,15
96027,259954,1534,chakai,50,3,2,30,20
94678,239413,1338,sabour,350,4,2,350,0
96088,258935,1530,jhajha,250,4,2,100,50
96167,260432,1539,ghoshi,550,4,2,80,20
101774,235371,1276,jandaha,0,5,4,0,0
95422,226796,1182,singhwara,630,4,2,630,10
95567,255324,1495,gaya_town_c-d-block,4800,4,2,2000,0
97269,220757,1098,ghoghardiha,0,4,2,0,0
97269,220758,1098,ghoghardiha,0,4,4,0,0
101794,235439,1276,jandaha,225,4,4,65,90
101215,232443,1243,andar,77,3,2,22,0
96081,259019,1530,jhajha,168,4,2,60,20
96149,259310,1533,sono,105,4,2,38,10
101463,231330,1230,siwan,210,4,2,145,0
96078,258912,1530,jhajha,155,4,2,31,0
95696,255089,1491,neem_chak_bathani,348,4,2,348,0
96159,259372,1533,sono,340,4,2,340,55
95483,254950,1489,belaganj,1260,3,1,980,62
95180,227289,1188,benipur,735,4,2,550,100
95647,254594,1487,konch,111,4,2,78,8
95546,256987,1508,fatehpur,126,4,2,115,24
98793,246303,1414,bakhtiarpur,752,4,2,625,82
101611,221187,1106,saraigarh_bhaptiyahi,2399,4,2,1800,10
97707,229223,1209,gaighat,385,4,2,220,230
98933,246144,1411,fatwah,427,4,2,420,7
95475,257380,1510,barachatti,278,4,2,0,8
95894,229823,1215,katiya,141,4,2,130,10
98626,216772,1018,lauriya,1960,4,2,1478,0
98400,257731,1515,pakribarawan,900,3,3,500,10
95482,254901,1489,belaganj,1255,3,3,435,55
96085,258875,1530,jhajha,85,4,2,56,72
94547,904233,1334,gopalpur,352,4,2,100,48
95268,227472,1190,hanumannagar,520,4,2,413,52
93961,254218,1484,kutumba,150,3,2,0,0
98826,246389,1416,belchhi,1210,3,4,1180,19
98938,246192,1411,fatwah,463,4,3,463,200
99057,246489,1418,pandarak,742,4,2,500,0
96361,249384,1449,mohania,20,2,4,20,10
96361,249378,1449,mohania,100,2,4,100,40
94613,239491,1339,nathnagar,2,3,4,0,0
96085,258881,1530,jhajha,0,5,4,0,0
99212,217881,1040,chiraia,327,4,2,240,40
94620,239424,1339,nathnagar,58,1,2,20,20
95495,254934,1489,belaganj,475,2,2,150,0
95783,231270,1228,baikunthpur,1,5,4,0,0
96077,259057,1530,jhajha,10000,3,2,23,56
96077,258984,1530,jhajha,200,1,4,100,0
95897,230291,1219,kuchaikote,114,4,2,81,15
97630,243132,1362,tarapur,4600,4,2,300,50
97630,243157,1362,tarapur,4600,4,2,4600,0
96078,258949,1530,jhajha,280,4,2,80,20
96520,224267,1142,falka,800,3,2,150,150
98504,216082,1013,sidhaw,261,1,2,250,150
98504,216079,1013,sidhaw,802,3,2,354,0
98504,216078,1013,sidhaw,274,4,2,200,200
98504,216087,1013,sidhaw,454,4,2,454,402
96752,238782,1328,parbatta,1656,4,3,1600,15
96105,259136,1532,khaira,89,4,3,50,5
98515,216117,1013,sidhaw,390,4,2,195,30
98515,216141,1013,sidhaw,180,4,2,180,15
96387,248924,1446,ramgarh,172,3,2,125,20
97795,229501,1213,kurhani,237,4,2,100,0
98400,257732,1515,pakribarawan,150,3,2,50,10
94988,248247,1441,buxar,1249,3,2,0,0
96027,259602,1534,chakai,60,3,2,30,30
94613,239461,1339,nathnagar,1,3,4,0,0
99267,218038,1043,harsidhi,351,4,2,335,12
95666,255246,1494,manpur,1575,4,2,350,70
96319,249674,1451,chand,10,4,2,0,0
96159,259381,1533,sono,155,4,2,155,100
95783,231277,1228,baikunthpur,1,5,4,0,0
96872,222224,1121,terhagachh,80,3,4,25,75
99209,217886,1040,chiraia,2250,3,2,87,0
93961,254147,1484,kutumba,40,3,2,0,0
95883,230645,1221,hathua,83,4,3,78,0
97794,229468,1213,kurhani,870,4,3,180,50
95482,254909,1489,belaganj,300,3,2,200,50
95796,231042,1226,barauli,732,4,2,20,0
95567,255319,1495,gaya_town_c-d-block,1590,4,2,580,0
96520,224268,1142,falka,340,3,2,86,50
95894,229792,1215,katiya,86,4,2,7,0
95696,255085,1491,neem_chak_bathani,402,4,2,395,48
95696,255077,1491,neem_chak_bathani,580,4,2,403,35
101746,235628,1278,hajipur,200,3,2,100,20
95485,254900,1489,belaganj,986,4,3,240,10
96483,225088,1147,barsoi,325,3,2,200,255
96483,225098,1147,barsoi,430,3,2,263,28
96483,225037,1147,barsoi,265,2,2,250,25
99267,218041,1043,harsidhi,1670,4,2,1587,10
96085,258971,1530,jhajha,45,3,2,24,32
95486,254855,1489,belaganj,0,5,4,0,0
94239,240508,1345,shambhuganj,185,3,2,150,0
94239,240496,1345,shambhuganj,210,3,2,190,0
99211,217899,1040,chiraia,764,3,2,600,120
99023,245505,1404,naubatpur,470,4,2,446,31
96453,224813,1146,balrampur,313,4,2,185,0
96453,224805,1146,balrampur,0,5,4,0,0
96453,224801,1146,balrampur,381,4,2,329,0
96453,224809,1146,balrampur,25,4,2,17,0
96151,259348,1533,sono,122,4,2,58,7
98875,246247,1412,daniawan,1135,4,2,1000,100
95483,254945,1489,belaganj,460,3,2,310,42
101542,221258,1108,marauna,515,4,2,496,415
101542,221259,1108,marauna,517,4,2,517,482
101542,221261,1108,marauna,408,4,2,408,381
101542,221266,1108,marauna,572,4,2,562,542
96195,260297,1537,kako,440,4,2,440,26
95788,231179,1228,baikunthpur,10000,4,2,1000,0
95992,230802,1223,thawe,500,4,3,500,0
101666,234852,1271,bhagwanpur,210,4,2,180,80
95129,227390,1189,bahadurpur,1700,4,4,200,25
96520,224269,1142,falka,540,3,2,108,34
96143,259224,1533,sono,800,4,2,100,0
94678,239417,1338,sabour,289,4,2,289,0
101779,235485,1276,jandaha,722,3,2,722,20
95783,231209,1228,baikunthpur,1,5,4,0,0
95783,231278,1228,baikunthpur,1,5,4,0,0
100837,243815,1372,barbigha,50,4,2,50,0
96159,259375,1533,sono,70,3,2,24,32
99308,218211,1047,kesaria,422,4,2,366,87
99180,218463,1051,chakia(pipra),900,4,2,850,150
95546,256989,1508,fatehpur,52,4,2,48,8
95482,254902,1489,belaganj,500,3,2,300,100
96113,259100,1532,khaira,400,4,2,50,100
95737,254703,1488,tikari,137,4,2,95,50
96076,258972,1530,jhajha,101,2,4,0,80
101776,235384,1276,jandaha,733,3,3,35,25
96318,249650,1451,chand,810,4,2,150,3
93961,254217,1484,kutumba,195,3,2,0,0
101287,232372,1242,darauli,570,3,3,500,300
101287,232371,1242,darauli,900,4,3,500,0
98953,246259,1413,khusrupur,0,4,2,0,0
96520,224278,1142,falka,200,2,2,0,50
99194,217741,1036,narkatia,265,4,3,180,145
98312,258138,1520,hisua,9000,4,2,100,40
98696,216681,1017,narkatiaganj,236,4,2,153,54
95485,254899,1489,belaganj,846,4,2,465,50
96151,259351,1533,sono,38,4,2,29,3
99785,251018,1458,dinara,350,4,3,0,0
99014,245577,1404,naubatpur,359,3,2,50,10
98987,245856,1408,masaurhi,102,3,3,102,50
98987,245855,1408,masaurhi,500,3,3,500,0
98987,245850,1408,masaurhi,200,3,3,200,50
98987,245851,1408,masaurhi,500,3,3,500,380
96032,260002,1534,chakai,200,4,3,0,0
96032,259997,1534,chakai,200,4,3,50,50
96032,259958,1534,chakai,200,4,3,50,25
96032,259962,1534,chakai,300,4,3,50,20
94329,238100,1314,begusarai,500,4,2,400,0
96497,225081,1147,barsoi,101,3,2,51,11
96520,935688,1142,falka,300,2,2,0,0
98613,216803,1018,lauriya,74,4,2,74,10
98309,257896,1518,gobindpur,157,2,2,40,50
98805,246308,1414,bakhtiarpur,78,2,2,62,23
98805,246307,1414,bakhtiarpur,114,2,2,0,0
98904,245251,1399,dinapur-cum-khagaul,1730,4,2,1546,0
96208,260309,1537,kako,794,4,3,772,64
94691,239800,1341,shahkund,0,4,4,0,0
101882,235137,1274,patepur,302,4,2,200,0
101795,234833,1270,lalganj,412,4,2,412,10
96159,259362,1533,sono,550,4,2,350,50
97718,229224,1209,gaighat,460,3,2,200,0
95421,226774,1182,singhwara,278,4,2,275,20
95483,254947,1489,belaganj,160,3,2,126,25
96453,224804,1146,balrampur,53,4,2,0,0
96027,259761,1534,chakai,50,3,2,30,20
238509,260775,1544,karpi,825,4,2,325,225
95737,254702,1488,tikari,121,4,2,100,50
96214,260480,1540,makhdumpur,600,4,2,200,0
95992,230803,1223,thawe,300,4,3,300,15
96530,224440,1144,hasanganj,0,5,4,0,0
96517,224299,1142,falka,925,4,2,829,2
95946,230980,1225,manjha,301,4,2,301,30
95946,230975,1225,manjha,33,4,2,20,10
95946,230968,1225,manjha,52,4,2,10,30
95946,231020,1225,manjha,188,4,2,100,10
95946,230969,1225,manjha,171,4,2,0,150
95946,230970,1225,manjha,292,4,2,0,50
95946,230979,1225,manjha,79,3,2,79,0
95946,230976,1225,manjha,334,4,2,205,20
96154,259278,1533,sono,340,4,2,25,5
98444,258292,1523,sirdala,937,4,2,768,0
96453,224803,1146,balrampur,28,4,2,0,0
101776,235383,1276,jandaha,45,3,3,30,0
101938,236049,1282,sahdai_buzurg,4000,4,3,3000,1125
97444,220843,1100,madhepur,1501,4,2,0,955
101779,235472,1276,jandaha,158,3,2,50,20
98619,216813,1018,lauriya,1055,3,2,804,150
95422,226795,1182,singhwara,0,5,4,0,0
98954,245216,1398,maner,1722,4,2,532,30
96149,259309,1533,sono,26,4,2,10,10
93961,254215,1484,kutumba,300,3,2,150,0
96085,258953,1530,jhajha,128,3,2,74,96
98954,245215,1398,maner,0,5,4,0,0
98696,216697,1017,narkatiaganj,124,4,2,68,42
95518,256411,1504,dobhi,230,2,2,0,98
96939,243378,1366,pipariya,950,3,4,0,50
99309,218204,1047,kesaria,4285,3,2,2792,82
96453,224808,1146,balrampur,52,4,2,0,0
97185,219918,1082,basopatti,3225,3,4,2568,1200
96076,258966,1530,jhajha,410,4,2,310,150
98795,246336,1414,bakhtiarpur,0,4,2,0,0
96077,258988,1530,jhajha,200,1,4,0,0
96151,259352,1533,sono,106,4,2,53,4
95485,254898,1489,belaganj,884,4,2,320,10
101100,219705,1077,pupri,2226,4,2,80,5
244497,929586,1042,turkaulia,354,4,2,0,0
244497,929588,1042,turkaulia,75,4,2,0,0
244497,929585,1042,turkaulia,1542,4,2,1502,0
244497,929583,1042,turkaulia,205,4,2,205,35
244497,929581,1042,turkaulia,176,4,2,150,5
244497,929584,1042,turkaulia,386,4,2,350,39
244497,929587,1042,turkaulia,198,4,2,192,5
244497,929580,1042,turkaulia,352,4,2,342,2
244497,929582,1042,turkaulia,410,4,2,395,0
244497,929589,1042,turkaulia,210,4,2,201,5
244497,929564,1042,turkaulia,215,4,2,201,0
97942,228215,1201,paroo,270,4,2,50,8
95442,255818,1499,amas,420,4,2,258,35
101653,221447,1111,tribeniganj,2600,4,2,2550,0
97401,220026,1086,laukahi,3568,4,2,854,0
95737,254773,1488,tikari,425,4,2,100,60
95883,230652,1221,hathua,130,4,3,127,0
95883,230653,1221,hathua,102,4,3,100,0
101858,234725,1269,paterhi_belsar,460,3,2,180,50
99358,929545,1041,motihari,323,4,3,323,0
94691,239803,1341,shahkund,0,4,2,0,0
95813,231107,1226,barauli,2268,4,2,12,0
95650,254603,1487,konch,120,1,2,20,0
101728,235995,1281,desri,583,4,2,350,30
96497,225085,1147,barsoi,80,3,2,37,13
96484,224960,1147,barsoi,400,4,2,150,0
96159,259364,1533,sono,350,4,2,250,150
96453,224806,1146,balrampur,54,4,2,41,0
101442,232784,1247,siswan,2518,3,3,0,55
96920,243787,1371,halsi,102,4,2,100,0
98875,246249,1412,daniawan,816,4,2,816,0
97401,220027,1086,laukahi,3512,4,2,654,0
101779,235392,1276,jandaha,205,3,2,200,22
101882,235138,1274,patepur,833,4,2,780,21
94569,240180,1343,jagdishpur,0,5,4,0,0
94569,240107,1343,jagdishpur,0,3,4,0,0
101452,231392,1230,siwan,912,4,2,500,300
97401,220030,1086,laukahi,2530,4,2,852,0
101792,235444,1276,jandaha,575,2,2,10,0
97620,243276,1364,sangrampur,820,3,2,200,15
96027,259801,1534,chakai,20,3,2,5,0
99358,217973,1041,motihari,4443,4,2,4100,0
96154,259287,1533,sono,200,4,2,2,2
97401,220025,1086,laukahi,1580,4,2,345,145
101792,235447,1276,jandaha,402,1,4,0,0
95422,226794,1182,singhwara,0,5,4,0,0
95578,255549,1497,guraru,223,4,2,65,205
95578,255548,1497,guraru,350,4,2,225,225
96319,249672,1451,chand,2,5,2,0,0
96085,258880,1530,jhajha,251,4,2,185,169
101814,234818,1270,lalganj,24,4,2,24,0
94903,246981,1425,sandesh,100,4,3,96,5
95898,230356,1219,kuchaikote,357,2,2,280,20
95898,230352,1219,kuchaikote,147,2,2,120,0
95898,230340,1219,kuchaikote,250,2,2,230,0
99297,929534,1047,kesaria,750,4,2,150,0
94614,239466,1339,nathnagar,1,4,2,0,0
95230,227028,1184,darbhanga,750,4,3,120,40
96205,260243,1537,kako,74,3,2,52,15
96497,225073,1147,barsoi,186,3,2,85,0
95062,248878,1445,nawanagar,82,4,2,74,2
95567,255396,1495,gaya_town_c-d-block,1800,4,2,80,0
95097,247916,1435,simri,208,4,2,0,0
95097,247896,1435,simri,1,3,2,0,0
95097,247895,1435,simri,1,3,2,0,0
95097,247915,1435,simri,1,3,2,0,0
95097,247841,1435,simri,40,4,2,0,0
95097,247917,1435,simri,29,4,2,0,0
95097,247921,1435,simri,9,4,2,9,0
96076,258959,1530,jhajha,600,4,2,520,321
96529,224443,1144,hasanganj,198,3,3,40,0
95058,248854,1445,nawanagar,145,4,2,56,10
96319,249726,1451,chand,2,4,2,0,2
98791,246338,1414,bakhtiarpur,759,4,2,150,0
96439,225297,1148,azamnagar,315,4,2,230,21
95179,227270,1188,benipur,670,4,2,250,60
99358,929547,1041,motihari,238,4,2,230,0
96484,224955,1147,barsoi,300,3,2,250,50
101779,235486,1276,jandaha,128,3,3,100,20
96032,260018,1534,chakai,500,4,3,500,500
96032,259999,1534,chakai,200,4,3,50,100
96032,259648,1534,chakai,500,4,3,0,0
96032,259943,1534,chakai,1000,4,3,50,24
96032,259655,1534,chakai,100,4,3,50,24
96032,260000,1534,chakai,100,4,3,50,23
95557,256935,1506,tan_kuppa,398,3,2,0,257
95638,254620,1487,konch,215,4,2,150,189
97771,229571,1213,kurhani,150,4,4,40,7
97366,220828,1099,lakhnaur,954,4,2,454,150
101699,235965,1280,bidupur,290,3,2,250,0
96318,249641,1451,chand,645,4,2,600,59
98307,257904,1518,gobindpur,4209,4,2,12,6
95744,254687,1488,tikari,320,4,2,320,50
97631,243192,1362,tarapur,0,4,4,0,0
97631,243201,1362,tarapur,1240,4,2,292,0
96149,259264,1533,sono,291,4,2,10,1
96154,259269,1533,sono,60,4,2,0,0
95795,231060,1226,barauli,400,3,2,300,15
95284,227557,1191,hayaghat,1088,4,3,900,90
96085,258896,1530,jhajha,91,3,2,72,74
99358,929548,1041,motihari,236,4,3,229,0
98875,246251,1412,daniawan,423,4,2,300,50
96497,225083,1147,barsoi,243,3,2,37,13
95495,254944,1489,belaganj,755,2,2,185,0
95704,255404,1496,paraiya,60,4,2,50,50
244401,929453,1049,kotwa,508,4,2,465,25
95724,256702,1506,tan_kuppa,1000,3,2,10,10
98795,246335,1414,bakhtiarpur,801,4,2,0,0
95737,254771,1488,tikari,385,4,2,100,50
96484,224953,1147,barsoi,150,4,2,0,0
94022,253248,1480,obra,275,4,2,250,0
101746,235638,1278,hajipur,210,4,3,20,28
94569,240083,1343,jagdishpur,137,3,2,50,0
98444,258293,1523,sirdala,147,4,2,140,0
94569,240110,1343,jagdishpur,0,5,4,0,0
94569,240138,1343,jagdishpur,0,5,4,0,0
96108,259098,1532,khaira,568,4,2,350,180
95650,254607,1487,konch,300,1,2,40,0
95422,226790,1182,singhwara,0,5,4,0,0
101740,234985,1272,goraul,188,4,2,188,188
94225,240445,1345,shambhuganj,1734,4,2,292,50
94225,240490,1345,shambhuganj,145,4,2,145,50
94225,240489,1345,shambhuganj,207,4,2,201,50
94225,240444,1345,shambhuganj,4191,4,2,795,100
94225,240455,1345,shambhuganj,187,4,2,150,155
95674,257221,1509,mohanpur,92,4,2,32,0
97504,220531,1094,pandaul,950,4,2,410,400
97504,220518,1094,pandaul,967,4,2,410,400
99212,217880,1040,chiraia,802,4,2,680,0
96077,258916,1530,jhajha,200,5,4,50,0
101463,231329,1230,siwan,300,3,2,40,0
96638,225640,1154,sameli,1031,4,2,750,0
96638,225645,1154,sameli,350,3,2,250,0
96368,249504,1449,mohania,560,4,2,270,17
97627,243181,1362,tarapur,204,4,2,200,110
97627,243188,1362,tarapur,192,4,2,190,98
97627,243180,1362,tarapur,1,4,2,0,0
98799,246318,1414,bakhtiarpur,1550,4,2,60,30
95729,256681,1506,tan_kuppa,60,4,2,0,0
101100,219707,1077,pupri,2500,4,4,200,800
96151,259377,1533,sono,67,4,2,39,4
96361,249377,1449,mohania,15,2,3,0,15
95642,254561,1487,konch,2200,3,2,0,0
95828,230091,1217,bhorey,110,3,2,98,2
96396,250218,1454,rampur,280,4,2,100,90
96396,250223,1454,rampur,180,4,2,130,70
96396,250217,1454,rampur,1,5,2,0,1
96396,250222,1454,rampur,1,5,2,0,0
94611,239452,1339,nathnagar,1,4,2,1,0
96355,249410,1449,mohania,1320,4,2,193,15
98799,246319,1414,bakhtiarpur,461,4,2,0,95
97631,243194,1362,tarapur,727,4,2,700,0
96319,249671,1451,chand,173,4,2,95,23
98015,228491,1202,saraiya,155,3,2,110,65
244382,929522,1040,chiraia,4500,3,2,2700,23
95737,254770,1488,tikari,192,4,2,100,50
95570,255381,1495,gaya_town_c-d-block,600,4,2,350,80
98799,246320,1414,bakhtiarpur,923,4,2,0,0
96361,249420,1449,mohania,0,5,4,0,0
95897,230295,1219,kuchaikote,142,3,2,120,12
95389,227155,1185,manigachhi,2500,2,2,25,300
95389,227159,1185,manigachhi,400,2,4,150,50
95389,227147,1185,manigachhi,700,4,2,700,0
95389,227158,1185,manigachhi,400,4,2,100,50
95389,227156,1185,manigachhi,400,4,2,100,5
101753,235656,1278,hajipur,162,4,3,140,10
98696,216699,1017,narkatiaganj,219,4,4,215,24
101753,235659,1278,hajipur,620,4,3,410,11
101753,235657,1278,hajipur,190,4,3,160,12
99026,245544,1404,naubatpur,77,3,2,70,50
99026,245543,1404,naubatpur,375,4,2,350,200
99026,245541,1404,naubatpur,50,1,2,1,20
99026,245542,1404,naubatpur,397,4,2,0,0
99026,245583,1404,naubatpur,300,4,2,300,20
95002,248327,1441,buxar,0,4,2,0,0
96154,259279,1533,sono,460,4,2,0,0
95991,230838,1223,thawe,1106,4,2,3,0
94022,253249,1480,obra,300,4,2,250,0
95474,257372,1510,barachatti,200,3,2,0,5
95474,257294,1510,barachatti,400,3,2,0,6
95474,257395,1510,barachatti,250,3,2,0,6
96149,259265,1533,sono,122,4,2,86,4
96528,224445,1144,hasanganj,450,4,2,333,229
96092,259090,1532,khaira,583,4,4,500,300
96077,258937,1530,jhajha,200,1,4,0,0
101740,234984,1272,goraul,220,4,2,220,220
95642,254552,1487,konch,2200,3,2,50,0
96483,225103,1147,barsoi,560,2,2,123,12
96483,225089,1147,barsoi,475,2,2,186,4
96483,225100,1147,barsoi,478,3,2,185,50
99400,218564,1054,phenhara,450,4,3,400,0
101746,235647,1278,hajipur,280,2,4,165,10
95992,230804,1223,thawe,350,4,3,350,0
95610,256041,1501,imamganj,2865,3,4,595,180
99323,218353,1049,kotwa,293,4,2,280,40
95290,227554,1191,hayaghat,921,4,2,790,47
95290,227559,1191,hayaghat,1003,4,2,795,80
95642,254559,1487,konch,0,5,2,0,0
96154,259248,1533,sono,44,4,2,0,6
98316,258140,1520,hisua,2878,4,2,125,49
95810,231072,1226,barauli,127,4,2,0,12
101772,235436,1276,jandaha,325,4,3,275,125
97633,243141,1362,tarapur,640,4,2,0,0
95621,256027,1501,imamganj,910,2,2,84,25
95640,254545,1487,konch,1900,4,2,80,0
95640,254557,1487,konch,2500,4,2,60,0
100650,233079,1251,ishupur,504,3,2,157,10
97810,228525,1203,marwan,2200,4,2,1500,20
95680,257203,1509,mohanpur,130,1,2,15,0
101782,235419,1276,jandaha,2300,4,2,100,0
95868,230710,1221,hathua,1010,3,4,125,75
97599,242959,1360,kharagpur,541,4,2,100,10
101733,234948,1272,goraul,152,4,2,129,69
101733,234951,1272,goraul,453,4,2,410,40
101733,234946,1272,goraul,816,4,2,580,170
95291,227556,1191,hayaghat,2208,4,4,1000,26
95824,230032,1217,bhorey,52,4,2,45,43
95411,226844,1182,singhwara,215,4,2,168,0
95002,248329,1441,buxar,0,4,2,0,0
96149,259266,1533,sono,97,4,2,10,1
94234,240410,1345,shambhuganj,272,4,2,272,272
98987,245852,1408,masaurhi,303,4,2,303,20
94022,253250,1480,obra,265,4,2,200,0
95467,255866,1500,banke_bazar,40,3,2,25,2
95495,254871,1489,belaganj,759,2,2,250,5
95783,231276,1228,baikunthpur,1,5,4,0,0
97627,243183,1362,tarapur,202,4,2,201,98
96076,258919,1530,jhajha,280,4,2,180,100
95739,254710,1488,tikari,128,4,2,101,5
101740,234967,1272,goraul,882,4,2,582,582
96484,224957,1147,barsoi,400,2,2,2,5
97626,243326,1364,sangrampur,73,4,2,65,0
101787,235366,1276,jandaha,870,4,2,400,585
101787,235394,1276,jandaha,870,4,2,0,0
101787,235443,1276,jandaha,870,4,2,0,0
101787,235367,1276,jandaha,870,4,2,0,0
101787,235365,1276,jandaha,870,4,2,0,0
101787,235389,1276,jandaha,870,4,2,0,0
98961,245182,1398,maner,3200,4,2,3000,1100
98856,245607,1405,bikram,510,3,3,56,32
101771,235566,1278,hajipur,140,3,2,130,0
94022,253304,1480,obra,175,4,2,150,0
101743,235000,1272,goraul,2246,3,2,188,12
97366,220826,1099,lakhnaur,1,3,2,1,1
94572,240149,1343,jagdishpur,276,4,2,254,56
101787,235395,1276,jandaha,870,4,2,0,0
101787,235391,1276,jandaha,870,4,2,0,0
101787,235364,1276,jandaha,870,4,2,0,0
101787,235390,1276,jandaha,870,4,2,0,0
101740,234982,1272,goraul,1,4,4,0,0
95739,254720,1488,tikari,250,4,2,242,7
96154,259410,1533,sono,120,4,2,0,0
101782,235418,1276,jandaha,500,4,2,500,100
95755,256794,1507,wazirganj,1000,4,2,1000,20
94178,240985,1348,dhuraiya,20,3,4,0,0
94178,241007,1348,dhuraiya,20,3,4,0,0
94178,241104,1348,dhuraiya,20,5,4,0,0
94178,241033,1348,dhuraiya,20,5,4,0,0
94178,240939,1348,dhuraiya,20,5,4,0,0
96086,259007,1530,jhajha,45,3,2,12,12
96086,259002,1530,jhajha,100,3,2,5,0
96086,258899,1530,jhajha,120,3,2,38,5
96086,258900,1530,jhajha,121,3,2,8,7
94022,253245,1480,obra,178,4,2,150,0
96024,259903,1534,chakai,150,4,2,50,40
98962,931743,1398,maner,1150,4,2,750,480
101740,234983,1272,goraul,149,4,2,149,149
95739,254731,1488,tikari,395,4,2,300,10
96484,224954,1147,barsoi,300,3,2,100,1
96152,259222,1533,sono,60,3,2,12,10
96518,224312,1142,falka,3068,2,2,343,50
96518,224311,1142,falka,151,2,2,151,20
98307,257935,1518,gobindpur,2645,4,2,60,10
96484,224956,1147,barsoi,200,4,2,100,0
96360,249499,1449,mohania,950,4,2,95,95
